row,col,x_m,y_m,lat,lon,elev_m,slope_deg,roughness_m,local_relief_m,landform_code,landform_name,move_cost_infantry,move_cost_vehicle,water,rail,road,antitank_ditch
53,110,10950.000,5250.000,51.037214,36.776707,226.507,2.355,1.774,9.928,0,plain,1.000,1.000,false,false,false,false
53,111,11050.000,5250.000,51.037214,36.778138,225.546,3.076,2.073,11.012,4,forest,1.500,4.000,false,false,false,false
53,112,11150.000,5250.000,51.037214,36.779570,224.294,2.685,2.012,11.394,0,plain,1.000,1.000,false,false,false,false
53,113,11250.000,5250.000,51.037214,36.781001,223.514,2.331,1.780,11.085,4,forest,1.500,4.000,false,false,false,false
53,114,11350.000,5250.000,51.037214,36.782432,228.278,2.705,1.933,13.166,4,forest,1.500,4.000,false,false,false,false
53,115,11450.000,5250.000,51.037214,36.783863,231.989,2.829,1.925,10.509,0,plain,1.000,1.000,false,false,false,false
53,116,11550.000,5250.000,51.037214,36.785294,235.176,1.275,1.029,7.159,0,plain,1.000,1.000,false,false,false,false
53,117,11650.000,5250.000,51.037214,36.786725,234.713,0.956,0.788,5.154,0,plain,1.000,1.000,false,false,false,false
53,118,11750.000,5250.000,51.037214,36.788156,233.665,1.558,1.202,6.306,0,plain,1.000,1.000,false,false,false,false
53,119,11850.000,5250.000,51.037214,36.789587,232.330,2.628,1.773,7.439,0,plain,1.000,1.000,false,false,false,false
53,120,11950.000,5250.000,51.037214,36.791019,231.472,1.770,1.354,7.404,0,plain,1.000,1.000,false,false,false,false
53,121,12050.000,5250.000,51.037214,36.792450,230.039,1.013,0.858,5.748,0,plain,1.000,1.000,false,false,false,false
53,122,12150.000,5250.000,51.037214,36.793881,228.714,0.883,0.959,8.719,0,plain,1.000,1.000,false,false,false,false
53,123,12250.000,5250.000,51.037214,36.795312,229.490,2.662,1.730,9.495,0,plain,1.000,1.000,false,false,false,false
53,124,12350.000,5250.000,51.037214,36.796743,228.551,3.411,2.401,16.669,4,forest,1.500,4.000,false,false,false,false
53,125,12450.000,5250.000,51.037214,36.798174,221.857,4.866,4.141,23.957,4,forest,1.500,4.000,false,false,false,false
53,126,12550.000,5250.000,51.037214,36.799605,212.093,8.787,6.361,21.492,4,forest,1.642,4.757,false,false,false,false
53,127,12650.000,5250.000,51.037214,36.801036,213.324,9.471,6.720,23.404,4,forest,1.668,4.894,false,false,false,false
53,128,12750.000,5250.000,51.037214,36.802467,226.138,3.701,3.307,24.679,4,forest,1.500,4.000,false,false,false,false
53,129,12850.000,5250.000,51.037214,36.803899,229.823,1.859,1.475,12.338,0,plain,1.000,1.000,false,false,false,false
53,130,12950.000,5250.000,51.037214,36.805330,233.045,2.119,1.599,7.782,0,plain,1.000,1.000,false,false,false,false
53,131,13050.000,5250.000,51.037214,36.806761,235.160,0.980,0.830,8.105,0,plain,1.000,1.000,false,false,false,false
53,132,13150.000,5250.000,51.037214,36.808192,235.994,0.754,0.672,7.966,0,plain,1.000,1.000,false,false,false,false
53,133,13250.000,5250.000,51.037214,36.809623,235.465,0.937,0.848,7.279,0,plain,1.000,1.000,false,false,false,false
53,134,13350.000,5250.000,51.037214,36.811054,236.432,1.311,1.089,8.456,0,plain,1.000,1.000,false,false,false,false
53,135,13450.000,5250.000,51.037214,36.812485,235.511,2.274,1.718,8.107,0,plain,1.000,1.000,false,false,false,false
53,136,13550.000,5250.000,51.037214,36.813916,236.322,2.439,1.728,8.661,0,plain,1.000,1.000,false,false,false,false
53,137,13650.000,5250.000,51.037214,36.815348,238.294,0.974,0.911,9.742,0,plain,1.000,1.000,false,false,false,false
53,138,13750.000,5250.000,51.037214,36.816779,240.000,2.803,1.956,9.988,0,plain,1.000,1.000,false,false,false,false
53,139,13850.000,5250.000,51.037214,36.818210,246.199,3.320,2.347,17.902,0,plain,1.000,1.000,false,false,false,false
53,140,13950.000,5250.000,51.037214,36.819641,249.611,0.000,10.115,22.812,0,plain,1.000,1.000,false,false,false,false
54,1,50.000,5350.000,51.038114,36.620716,188.376,2.109,1.349,8.020,4,forest,1.500,4.000,false,false,false,false
54,2,150.000,5350.000,51.038114,36.622147,191.156,2.073,1.493,9.510,4,forest,1.500,4.000,false,false,false,false
54,3,250.000,5350.000,51.038114,36.623578,194.346,2.386,1.641,8.678,4,forest,1.500,4.000,false,false,false,false
54,4,350.000,5350.000,51.038114,36.625009,196.738,1.581,1.225,9.021,4,forest,1.500,4.000,false,false,false,false
54,5,450.000,5350.000,51.038114,36.626440,200.016,2.334,1.780,9.555,4,forest,1.500,4.000,false,false,false,false
54,6,550.000,5350.000,51.038114,36.627871,204.535,3.043,2.063,9.617,4,forest,1.500,4.000,false,false,false,false
54,7,650.000,5350.000,51.038114,36.629302,207.351,1.822,1.408,8.278,4,forest,1.500,4.000,false,false,false,false
54,8,750.000,5350.000,51.038114,36.630733,207.097,1.218,0.960,4.635,0,plain,1.000,1.000,false,false,false,false
54,9,850.000,5350.000,51.038114,36.632164,209.143,0.780,0.583,4.106,0,plain,1.000,1.000,false,false,false,false
54,10,950.000,5350.000,51.038114,36.633596,209.220,0.659,0.728,4.519,0,plain,1.000,1.000,false,false,false,false
54,11,1050.000,5350.000,51.038114,36.635027,209.837,1.439,0.911,4.798,0,plain,1.000,1.000,false,false,false,false
54,12,1150.000,5350.000,51.038114,36.636458,210.639,0.808,0.650,4.838,0,plain,1.000,1.000,false,false,false,false
54,13,1250.000,5350.000,51.038114,36.637889,210.766,0.746,0.690,4.916,0,plain,1.000,1.000,false,false,false,false
54,14,1350.000,5350.000,51.038114,36.639320,212.430,1.423,1.009,5.492,0,plain,1.000,1.000,false,false,false,false
54,15,1450.000,5350.000,51.038114,36.640751,214.700,1.619,1.317,6.806,4,forest,1.500,4.000,false,false,false,false
54,16,1550.000,5350.000,51.038114,36.642182,212.304,3.065,2.043,8.008,4,forest,1.500,4.000,false,false,false,false
54,17,1650.000,5350.000,51.038114,36.643613,210.411,2.407,1.831,8.025,0,plain,1.000,1.000,false,false,false,false
54,18,1750.000,5350.000,51.038114,36.645045,211.126,1.994,1.395,7.784,0,plain,1.000,1.000,false,false,false,false
54,19,1850.000,5350.000,51.038114,36.646476,210.491,0.438,0.702,6.943,0,plain,1.000,1.000,false,false,false,false
54,20,1950.000,5350.000,51.038114,36.647907,211.107,0.912,0.706,5.605,0,plain,1.000,1.000,false,false,false,false
54,21,2050.000,5350.000,51.038114,36.649338,210.145,1.685,1.158,7.192,0,plain,1.000,1.000,false,false,false,false
54,22,2150.000,5350.000,51.038114,36.650769,208.707,1.953,1.412,9.876,0,plain,1.000,1.000,false,false,false,false
54,23,2250.000,5350.000,51.038114,36.652200,205.636,1.882,1.456,10.874,0,plain,1.000,1.000,false,false,false,false
54,24,2350.000,5350.000,51.038114,36.653631,203.655,2.652,1.776,12.330,0,plain,1.000,1.000,false,false,false,false
54,25,2450.000,5350.000,51.038114,36.655062,201.324,3.012,2.205,14.484,0,plain,1.000,1.000,false,false,false,false
54,26,2550.000,5350.000,51.038114,36.656493,197.829,3.377,2.438,14.785,0,plain,1.000,1.000,false,false,false,false
54,27,2650.000,5350.000,51.038114,36.657925,193.286,3.008,2.123,10.927,0,plain,1.000,1.000,false,false,false,false
54,28,2750.000,5350.000,51.038114,36.659356,196.404,3.838,2.663,12.086,0,plain,1.000,1.000,false,false,false,false
54,29,2850.000,5350.000,51.038114,36.660787,201.330,2.089,1.740,12.528,0,plain,1.000,1.000,false,false,false,false
54,30,2950.000,5350.000,51.038114,36.662218,203.427,2.791,1.912,12.054,0,plain,1.000,1.000,false,false,false,false
54,31,3050.000,5350.000,51.038114,36.663649,206.719,2.032,1.666,12.976,0,plain,1.000,1.000,false,false,false,false
54,32,3150.000,5350.000,51.038114,36.665080,208.672,2.560,1.669,8.486,0,plain,1.000,1.000,false,false,false,false
54,33,3250.000,5350.000,51.038114,36.666511,209.691,1.629,1.337,8.649,0,plain,1.000,1.000,false,false,false,false
54,34,3350.000,5350.000,51.038114,36.667942,206.779,3.165,2.082,10.284,0,plain,1.000,1.000,false,false,false,false
54,35,3450.000,5350.000,51.038114,36.669374,204.452,2.595,2.246,15.521,0,plain,1.000,1.000,false,false,false,false
54,36,3550.000,5350.000,51.038114,36.670805,201.370,3.209,2.577,14.107,0,plain,1.000,1.000,false,false,false,false
54,37,3650.000,5350.000,51.038114,36.672236,202.042,3.881,2.791,14.216,0,plain,1.000,1.000,false,false,false,false
54,38,3750.000,5350.000,51.038114,36.673667,202.206,3.172,2.668,13.171,0,plain,1.000,1.000,false,false,false,false
54,39,3850.000,5350.000,51.038114,36.675098,203.403,2.598,1.969,10.749,0,plain,1.000,1.000,false,false,false,false
54,40,3950.000,5350.000,51.038114,36.676529,205.237,2.107,1.519,8.368,4,forest,1.500,4.000,false,false,false,false
54,41,4050.000,5350.000,51.038114,36.677960,208.066,2.341,1.532,6.623,0,plain,1.000,1.000,false,false,false,false
54,42,4150.000,5350.000,51.038114,36.679391,210.477,1.777,1.342,8.322,0,plain,1.000,1.000,false,false,false,false
54,43,4250.000,5350.000,51.038114,36.680822,214.327,1.780,1.226,6.340,0,plain,1.000,1.000,false,false,false,false
54,44,4350.000,5350.000,51.038114,36.682254,215.096,1.330,1.196,8.375,0,plain,1.000,1.000,false,false,false,false
54,45,4450.000,5350.000,51.038114,36.683685,217.140,1.547,1.151,7.074,0,plain,1.000,1.000,false,false,false,false
54,46,4550.000,5350.000,51.038114,36.685116,216.952,1.950,1.358,7.454,0,plain,1.000,1.000,false,false,false,false
54,47,4650.000,5350.000,51.038114,36.686547,218.924,2.023,1.611,9.318,0,plain,1.000,1.000,false,false,false,false
54,48,4750.000,5350.000,51.038114,36.687978,220.410,2.373,1.609,8.336,0,plain,1.000,1.000,false,false,false,false
54,49,4850.000,5350.000,51.038114,36.689409,219.707,2.421,1.741,9.936,0,plain,1.000,1.000,false,false,false,false
54,50,4950.000,5350.000,51.038114,36.690840,219.433,3.015,2.090,10.556,0,plain,1.000,1.000,false,false,false,false
54,51,5050.000,5350.000,51.038114,36.692271,219.799,2.129,1.698,10.846,0,plain,1.000,1.000,false,false,false,false
54,52,5150.000,5350.000,51.038114,36.693703,221.539,2.200,1.628,10.809,0,plain,1.000,1.000,false,false,false,false
54,53,5250.000,5350.000,51.038114,36.695134,219.633,2.765,1.966,11.399,0,plain,1.000,1.000,false,false,false,false
54,54,5350.000,5350.000,51.038114,36.696565,217.595,3.630,2.629,14.605,0,plain,1.000,1.000,false,false,false,false
54,55,5450.000,5350.000,51.038114,36.697996,216.002,3.136,2.287,13.310,4,forest,1.500,4.000,false,false,false,false
54,56,5550.000,5350.000,51.038114,36.699427,218.369,2.169,1.763,15.702,0,plain,1.000,1.000,false,false,false,false
54,57,5650.000,5350.000,51.038114,36.700858,222.538,3.521,2.415,15.437,4,forest,1.500,4.000,false,false,false,false
54,58,5750.000,5350.000,51.038114,36.702289,227.173,2.758,2.112,14.335,4,forest,1.500,4.000,false,false,false,false
54,59,5850.000,5350.000,51.038114,36.703720,226.466,3.697,2.663,12.567,0,plain,1.000,1.000,false,false,false,false
54,60,5950.000,5350.000,51.038114,36.705151,222.999,4.408,3.111,12.073,4,forest,1.500,4.000,false,false,false,false
54,61,6050.000,5350.000,51.038114,36.706583,221.246,3.207,2.504,13.066,4,forest,1.500,4.000,false,false,false,false
54,62,6150.000,5350.000,51.038114,36.708014,226.613,3.320,2.366,14.686,4,forest,1.500,4.000,false,false,false,false
54,63,6250.000,5350.000,51.038114,36.709445,229.747,2.350,1.936,14.220,4,forest,1.500,4.000,false,false,false,false
54,64,6350.000,5350.000,51.038114,36.710876,229.109,3.741,2.484,14.178,0,plain,1.000,1.000,false,false,false,false
54,65,6450.000,5350.000,51.038114,36.712307,227.434,3.834,2.651,13.470,0,plain,1.000,1.000,false,false,false,false
54,66,6550.000,5350.000,51.038114,36.713738,228.642,3.613,2.477,12.678,0,plain,1.000,1.000,false,false,false,false
54,67,6650.000,5350.000,51.038114,36.715169,235.185,3.045,2.154,11.250,0,plain,1.000,1.000,false,false,false,false
54,68,6750.000,5350.000,51.038114,36.716600,238.972,2.384,1.651,10.020,5,urban,1.100,1.400,false,false,false,false
54,69,6850.000,5350.000,51.038114,36.718032,242.833,2.055,1.562,9.206,5,urban,1.100,1.400,false,false,false,false
54,70,6950.000,5350.000,51.038114,36.719463,243.762,2.568,1.965,9.500,5,urban,1.100,1.400,false,false,false,false
54,71,7050.000,5350.000,51.038114,36.720894,245.772,2.273,1.885,10.779,5,urban,1.100,1.400,false,false,false,false
54,72,7150.000,5350.000,51.038114,36.722325,247.987,3.352,2.354,11.180,5,urban,1.100,1.400,false,false,false,false
54,73,7250.000,5350.000,51.038114,36.723756,250.662,1.737,1.377,9.543,4,forest,1.500,4.000,false,false,false,false
54,74,7350.000,5350.000,51.038114,36.725187,252.744,0.991,0.796,5.864,5,urban,1.100,1.400,false,false,false,false
54,75,7450.000,5350.000,51.038114,36.726618,253.802,1.036,0.760,3.702,5,urban,1.100,1.400,false,false,false,false
54,76,7550.000,5350.000,51.038114,36.728049,254.527,1.169,0.944,4.431,5,urban,1.100,1.400,false,false,false,false
54,77,7650.000,5350.000,51.038114,36.729480,254.816,1.302,1.266,6.984,0,plain,1.000,1.000,false,false,false,false
54,78,7750.000,5350.000,51.038114,36.730912,258.053,2.598,1.862,7.612,5,urban,1.100,1.400,false,false,false,false
54,79,7850.000,5350.000,51.038114,36.732343,255.529,2.566,2.106,10.555,4,forest,1.500,4.000,false,false,false,false
54,80,7950.000,5350.000,51.038114,36.733774,252.656,1.822,1.277,6.738,5,urban,1.100,1.400,false,false,false,false
54,81,8050.000,5350.000,51.038114,36.735205,251.573,0.536,0.614,4.373,4,forest,1.500,4.000,false,false,false,false
54,82,8150.000,5350.000,51.038114,36.736636,250.000,1.133,0.798,4.489,4,forest,1.500,4.000,false,false,false,false
54,83,8250.000,5350.000,51.038114,36.738067,249.573,1.195,0.818,4.667,0,plain,1.000,1.000,false,false,false,false
54,84,8350.000,5350.000,51.038114,36.739498,248.950,0.848,0.722,4.553,0,plain,1.000,1.000,false,false,false,false
54,85,8450.000,5350.000,51.038114,36.740929,249.637,0.940,0.677,4.039,0,plain,1.000,1.000,false,false,false,false
54,86,8550.000,5350.000,51.038114,36.742361,247.906,1.382,0.981,4.650,4,forest,1.500,4.000,false,false,false,false
54,87,8650.000,5350.000,51.038114,36.743792,248.391,1.186,0.904,4.599,4,forest,1.500,4.000,false,false,false,false
54,88,8750.000,5350.000,51.038114,36.745223,247.491,0.767,0.741,5.420,0,plain,1.000,1.000,false,false,false,false
54,89,8850.000,5350.000,51.038114,36.746654,245.134,2.260,1.477,6.173,0,plain,1.000,1.000,false,false,false,false
54,90,8950.000,5350.000,51.038114,36.748085,242.668,0.770,0.781,5.067,0,plain,1.000,1.000,false,false,false,false
54,91,9050.000,5350.000,51.038114,36.749516,242.096,0.761,0.581,3.778,4,forest,1.500,4.000,false,false,false,false
54,92,9150.000,5350.000,51.038114,36.750947,241.480,1.106,0.902,5.451,5,urban,1.100,1.400,false,false,false,false
54,93,9250.000,5350.000,51.038114,36.752378,239.784,0.641,0.552,4.575,4,forest,1.500,4.000,false,false,false,false
54,94,9350.000,5350.000,51.038114,36.753809,239.259,0.818,0.627,3.363,5,urban,1.100,1.400,false,false,false,false
54,95,9450.000,5350.000,51.038114,36.755241,238.048,0.928,0.754,3.900,5,urban,1.100,1.400,false,false,false,false
54,96,9550.000,5350.000,51.038114,36.756672,237.831,0.730,0.839,5.403,0,plain,1.000,1.000,false,false,false,false
54,97,9650.000,5350.000,51.038114,36.758103,238.224,2.480,1.714,7.773,4,forest,1.500,4.000,false,false,false,false
54,98,9750.000,5350.000,51.038114,36.759534,236.322,2.539,1.957,7.773,4,forest,1.500,4.000,false,false,false,false
54,99,9850.000,5350.000,51.038114,36.760965,235.736,1.488,1.376,5.658,0,plain,1.000,1.000,false,false,false,false
54,100,9950.000,5350.000,51.038114,36.762396,234.144,1.537,1.285,5.168,4,forest,1.500,4.000,false,false,false,false
54,101,10050.000,5350.000,51.038114,36.763827,235.993,1.460,1.077,5.153,4,forest,1.500,4.000,false,false,false,false
54,102,10150.000,5350.000,51.038114,36.765258,235.947,1.051,0.895,4.633,0,plain,1.000,1.000,false,false,false,false
54,103,10250.000,5350.000,51.038114,36.766690,234.492,1.639,1.083,4.128,0,plain,1.000,1.000,false,false,false,false
54,104,10350.000,5350.000,51.038114,36.768121,235.086,0.857,0.902,5.749,0,plain,1.000,1.000,false,false,false,false
54,105,10450.000,5350.000,51.038114,36.769552,236.234,1.460,1.150,6.150,0,plain,1.000,1.000,false,false,false,false
54,106,10550.000,5350.000,51.038114,36.770983,235.214,1.727,1.259,7.371,0,plain,1.000,1.000,false,false,false,false
54,107,10650.000,5350.000,51.038114,36.772414,233.970,1.526,1.305,8.684,0,plain,1.000,1.000,false,false,false,false
54,108,10750.000,5350.000,51.038114,36.773845,232.185,1.043,0.842,6.143,0,plain,1.000,1.000,false,false,false,false
54,109,10850.000,5350.000,51.038114,36.775276,230.578,1.330,0.928,7.725,0,plain,1.000,1.000,false,false,false,false
54,110,10950.000,5350.000,51.038114,36.776707,228.805,1.936,1.576,10.085,0,plain,1.000,1.000,false,false,false,false
54,111,11050.000,5350.000,51.038114,36.778138,230.416,2.792,1.948,11.043,4,forest,1.500,4.000,false,false,false,false
54,112,11150.000,5350.000,51.038114,36.779570,225.952,2.493,1.720,9.708,0,plain,1.000,1.000,false,false,false,false
54,113,11250.000,5350.000,51.038114,36.781001,226.214,2.293,1.605,8.791,4,forest,1.500,4.000,false,false,false,false
54,114,11350.000,5350.000,51.038114,36.782432,230.107,2.348,1.800,11.858,4,forest,1.500,4.000,false,false,false,false
54,115,11450.000,5350.000,51.038114,36.783863,234.040,2.306,1.673,10.953,0,plain,1.000,1.000,false,false,false,false
54,116,11550.000,5350.000,51.038114,36.785294,236.724,1.516,1.121,7.644,0,plain,1.000,1.000,false,false,false,false
54,117,11650.000,5350.000,51.038114,36.786725,235.767,1.695,1.209,6.556,0,plain,1.000,1.000,false,false,false,false
54,118,11750.000,5350.000,51.038114,36.788156,234.826,1.499,1.134,7.665,0,plain,1.000,1.000,false,false,false,false
54,119,11850.000,5350.000,51.038114,36.789587,236.399,1.686,1.203,7.917,0,plain,1.000,1.000,false,false,false,false
54,120,11950.000,5350.000,51.038114,36.791019,233.364,2.034,1.455,7.806,0,plain,1.000,1.000,false,false,false,false
54,121,12050.000,5350.000,51.038114,36.792450,231.975,1.672,1.346,8.128,0,plain,1.000,1.000,false,false,false,false
54,122,12150.000,5350.000,51.038114,36.793881,231.805,2.914,2.065,8.278,0,plain,1.000,1.000,false,false,false,false
54,123,12250.000,5350.000,51.038114,36.795312,234.278,2.472,1.824,8.393,4,forest,1.500,4.000,false,false,false,false
54,124,12350.000,5350.000,51.038114,36.796743,229.676,2.939,2.097,13.438,4,forest,1.500,4.000,false,false,false,false
54,125,12450.000,5350.000,51.038114,36.798174,225.330,2.205,1.629,18.693,0,plain,1.000,1.000,false,false,false,false
54,126,12550.000,5350.000,51.038114,36.799605,221.367,7.700,5.877,24.333,4,forest,1.601,4.540,false,false,false,false
54,127,12650.000,5350.000,51.038114,36.801036,208.069,7.047,5.736,23.392,0,plain,1.051,1.102,false,false,false,false
54,128,12750.000,5350.000,51.038114,36.802467,224.273,10.179,6.889,24.139,4,forest,1.694,5.036,false,false,false,false
54,129,12850.000,5350.000,51.038114,36.803899,229.662,4.426,3.834,25.613,4,forest,1.500,4.000,false,false,false,false
54,130,12950.000,5350.000,51.038114,36.805330,233.782,5.368,4.128,20.338,4,forest,1.514,4.074,false,false,false,false
54,131,13050.000,5350.000,51.038114,36.806761,232.362,6.697,4.840,18.658,4,forest,1.564,4.339,false,false,false,false
54,132,13150.000,5350.000,51.038114,36.808192,234.232,5.144,4.176,17.580,4,forest,1.505,4.029,false,false,false,false
54,133,13250.000,5350.000,51.038114,36.809623,232.768,4.229,3.280,12.622,4,forest,1.500,4.000,false,false,false,false
54,134,13350.000,5350.000,51.038114,36.811054,236.254,2.736,2.395,9.651,4,forest,1.500,4.000,false,false,false,false
54,135,13450.000,5350.000,51.038114,36.812485,235.194,2.775,2.008,9.271,4,forest,1.500,4.000,false,false,false,false
54,136,13550.000,5350.000,51.038114,36.813916,233.584,2.065,1.730,10.646,4,forest,1.500,4.000,false,false,false,false
54,137,13650.000,5350.000,51.038114,36.815348,236.886,1.725,1.468,9.603,0,plain,1.000,1.000,false,false,false,false
54,138,13750.000,5350.000,51.038114,36.816779,238.644,2.447,1.805,9.810,0,plain,1.000,1.000,false,false,false,false
54,139,13850.000,5350.000,51.038114,36.818210,243.781,2.953,2.053,17.260,0,plain,1.000,1.000,false,false,false,false
54,140,13950.000,5350.000,51.038114,36.819641,247.410,0.000,9.066,22.042,0,plain,1.000,1.000,false,false,false,false
55,1,50.000,5450.000,51.039013,36.620716,186.815,2.413,1.487,8.870,4,forest,1.500,4.000,false,false,false,false
55,2,150.000,5450.000,51.039013,36.622147,189.139,1.840,1.415,11.237,4,forest,1.500,4.000,false,false,false,false
55,3,250.000,5450.000,51.039013,36.623578,192.763,2.217,1.521,9.489,4,forest,1.500,4.000,false,false,false,false
55,4,350.000,5450.000,51.039013,36.625009,196.219,2.144,1.612,9.138,4,forest,1.500,4.000,false,false,false,false
55,5,450.000,5450.000,51.039013,36.626440,199.607,1.425,1.140,10.650,4,forest,1.500,4.000,false,false,false,false
55,6,550.000,5450.000,51.039013,36.627871,201.284,2.192,1.591,9.056,4,forest,1.500,4.000,false,false,false,false
55,7,650.000,5450.000,51.039013,36.629302,205.172,2.242,1.606,8.577,4,forest,1.500,4.000,false,false,false,false
55,8,750.000,5450.000,51.039013,36.630733,207.001,1.337,1.155,7.082,4,forest,1.500,4.000,false,false,false,false
55,9,850.000,5450.000,51.039013,36.632164,208.583,0.889,0.748,6.055,0,plain,1.000,1.000,false,false,false,false
55,10,950.000,5450.000,51.039013,36.633596,208.740,0.795,0.630,3.532,0,plain,1.000,1.000,false,false,false,false
55,11,1050.000,5450.000,51.039013,36.635027,208.314,0.670,0.575,2.764,0,plain,1.000,1.000,false,false,false,false
55,12,1150.000,5450.000,51.039013,36.636458,209.616,0.970,0.842,4.838,0,plain,1.000,1.000,false,false,false,false
55,13,1250.000,5450.000,51.039013,36.637889,210.934,2.028,1.347,6.150,0,plain,1.000,1.000,false,false,false,false
55,14,1350.000,5450.000,51.039013,36.639320,213.537,1.607,1.297,5.602,4,forest,1.500,4.000,false,false,false,false
55,15,1450.000,5450.000,51.039013,36.640751,211.252,2.338,1.554,7.740,4,forest,1.500,4.000,false,false,false,false
55,16,1550.000,5450.000,51.039013,36.642182,209.186,1.319,1.216,10.107,4,forest,1.500,4.000,false,false,false,false
55,17,1650.000,5450.000,51.039013,36.643613,208.378,1.483,1.060,7.987,0,plain,1.000,1.000,false,false,false,false
55,18,1750.000,5450.000,51.039013,36.645045,209.099,1.565,1.212,7.526,0,plain,1.000,1.000,false,false,false,false
55,19,1850.000,5450.000,51.039013,36.646476,208.963,1.907,1.424,7.600,0,plain,1.000,1.000,false,false,false,false
55,20,1950.000,5450.000,51.039013,36.647907,208.268,2.564,1.682,7.596,0,plain,1.000,1.000,false,false,false,false
55,21,2050.000,5450.000,51.039013,36.649338,207.978,1.919,1.442,9.130,0,plain,1.000,1.000,false,false,false,false
55,22,2150.000,5450.000,51.039013,36.650769,206.446,2.039,1.614,11.121,0,plain,1.000,1.000,false,false,false,false
55,23,2250.000,5450.000,51.039013,36.652200,203.762,2.786,1.939,11.437,0,plain,1.000,1.000,false,false,false,false
55,24,2350.000,5450.000,51.039013,36.653631,200.121,2.641,1.861,12.334,0,plain,1.000,1.000,false,false,false,false
55,25,2450.000,5450.000,51.039013,36.655062,196.493,3.250,2.290,14.617,0,plain,1.000,1.000,false,false,false,false
55,26,2550.000,5450.000,51.039013,36.656493,193.498,3.027,2.116,13.234,4,forest,1.500,4.000,false,false,false,false
55,27,2650.000,5450.000,51.039013,36.657925,190.959,1.894,1.541,10.667,0,plain,1.000,1.000,false,false,false,false
55,28,2750.000,5450.000,51.039013,36.659356,194.961,3.444,2.448,12.143,0,plain,1.000,1.000,false,false,false,false
55,29,2850.000,5450.000,51.039013,36.660787,198.452,2.950,2.083,12.794,0,plain,1.000,1.000,false,false,false,false
55,30,2950.000,5450.000,51.039013,36.662218,199.243,3.326,2.428,15.255,0,plain,1.000,1.000,false,false,false,false
55,31,3050.000,5450.000,51.039013,36.663649,203.981,3.218,2.241,15.345,0,plain,1.000,1.000,false,false,false,false
55,32,3150.000,5450.000,51.039013,36.665080,204.668,2.166,1.936,15.163,0,plain,1.000,1.000,false,false,false,false
55,33,3250.000,5450.000,51.039013,36.666511,206.069,3.983,2.581,14.440,4,forest,1.500,4.000,false,false,false,false
55,34,3350.000,5450.000,51.039013,36.667942,203.273,3.058,2.322,15.605,0,plain,1.000,1.000,false,false,false,false
55,35,3450.000,5450.000,51.039013,36.669374,200.328,4.139,2.928,15.480,0,plain,1.000,1.000,false,false,false,false
55,36,3550.000,5450.000,51.039013,36.670805,194.853,3.548,2.687,13.236,0,plain,1.000,1.000,false,false,false,false
55,37,3650.000,5450.000,51.039013,36.672236,197.337,3.556,2.476,12.543,4,forest,1.500,4.000,false,false,false,false
55,38,3750.000,5450.000,51.039013,36.673667,203.523,3.362,2.236,9.228,4,forest,1.500,4.000,false,false,false,false
55,39,3850.000,5450.000,51.039013,36.675098,204.801,1.602,1.428,8.973,0,plain,1.000,1.000,false,false,false,false
55,40,3950.000,5450.000,51.039013,36.676529,207.988,2.273,1.750,7.633,0,plain,1.000,1.000,false,false,false,false
55,41,4050.000,5450.000,51.039013,36.677960,209.564,1.299,1.067,6.607,0,plain,1.000,1.000,false,false,false,false
55,42,4150.000,5450.000,51.039013,36.679391,209.939,1.834,1.467,10.896,0,plain,1.000,1.000,false,false,false,false
55,43,4250.000,5450.000,51.039013,36.680822,211.205,2.295,1.729,12.026,0,plain,1.000,1.000,false,false,false,false
55,44,4350.000,5450.000,51.039013,36.682254,212.563,2.615,1.862,12.723,0,plain,1.000,1.000,false,false,false,false
55,45,4450.000,5450.000,51.039013,36.683685,214.231,2.411,1.804,12.647,0,plain,1.000,1.000,false,false,false,false
55,46,4550.000,5450.000,51.039013,36.685116,214.093,1.570,1.334,11.903,0,plain,1.000,1.000,false,false,false,false
55,47,4650.000,5450.000,51.039013,36.686547,215.739,2.687,1.789,12.127,0,plain,1.000,1.000,false,false,false,false
55,48,4750.000,5450.000,51.039013,36.687978,216.970,2.570,1.912,12.317,0,plain,1.000,1.000,false,false,false,false
55,49,4850.000,5450.000,51.039013,36.689409,216.675,2.307,1.927,13.273,0,plain,1.000,1.000,false,false,false,false
55,50,4950.000,5450.000,51.039013,36.690840,215.492,3.177,2.224,13.367,0,plain,1.000,1.000,false,false,false,false
55,51,5050.000,5450.000,51.039013,36.692271,216.049,3.039,2.485,15.587,0,plain,1.000,1.000,false,false,false,false
55,52,5150.000,5450.000,51.039013,36.693703,214.849,5.015,3.282,15.837,0,plain,1.000,1.001,false,false,false,false
55,53,5250.000,5450.000,51.039013,36.695134,214.394,3.562,2.640,15.441,0,plain,1.000,1.000,false,false,false,false
55,54,5350.000,5450.000,51.039013,36.696565,212.581,2.699,2.075,13.460,4,forest,1.500,4.000,false,false,false,false
55,55,5450.000,5450.000,51.039013,36.697996,209.977,4.006,2.869,12.106,4,forest,1.500,4.000,false,false,false,false
55,56,5550.000,5450.000,51.039013,36.699427,215.288,4.901,3.456,15.624,4,forest,1.500,4.000,false,false,false,false
55,57,5650.000,5450.000,51.039013,36.700858,217.365,4.811,3.745,18.223,4,forest,1.500,4.000,false,false,false,false
